"Sample Name"	"Protocol REF"	"Protocol REF"	"Protocol REF"	"Labeled Sample Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Assay Name"	"Protocol REF"	"Parameter Value[cellular component]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[emission wavelength]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Parameter Value[microscopy instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[optical path]"	"Parameter Value[detector voltage]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Image File"	"Raw Data File"	"Protocol REF"	"Parameter Value[software]"	"Term Source REF"	"Term Accession Number"	"Data Transformation Name"	"Derived Data File"	"Factor Value[compound]"	"Term Source REF"	"Term Accession Number"	"Factor Value[dose]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[timepoint]"	"Unit"	"Term Source REF"	"Term Accession Number"
"<SKBR3>-<GF1>-plate1-E05"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-E05"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-E05"	"data collection"	"phosphorylated Akt"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-E05-488nm-site1.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA626"	""	"HRGbeta1 - Heregulin beta1"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-E05"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-E05"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-E05"	"data collection"	"phosphorylated Erk"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-E05-647nm-site2.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA628"	""	"HRGbeta1 - Heregulin beta1"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-E05"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-E05"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-E05"	"data collection"	"phosphorylated Akt"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-E05-488nm-site2.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA629"	""	"HRGbeta1 - Heregulin beta1"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-E05"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-E05"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-E05"	"data collection"	"phosphorylated Erk"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-E05-647nm-site3.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA631"	""	"HRGbeta1 - Heregulin beta1"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-E05"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-E05"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-E05"	"data collection"	"phosphorylated Akt"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-E05-488nm-site3.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA632"	""	"HRGbeta1 - Heregulin beta1"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-E05"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-E05"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-E05"	"data collection"	"phosphorylated Erk"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-E05-647nm-site4.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA634"	""	"HRGbeta1 - Heregulin beta1"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-E05"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-E05"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-E05"	"data collection"	"phosphorylated Akt"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-E05-488nm-site4.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA635"	""	"HRGbeta1 - Heregulin beta1"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-E06"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-E06"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-E06"	"data collection"	"phosphorylated Erk"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-E06-647nm-site1.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA637"	""	"HRGbeta1 - Heregulin beta1"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-E06"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-E06"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-E06"	"data collection"	"phosphorylated Akt"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-E06-488nm-site1.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA638"	""	"HRGbeta1 - Heregulin beta1"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-E06"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-E06"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-E06"	"data collection"	"phosphorylated Erk"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-E06-647nm-site2.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA640"	""	"HRGbeta1 - Heregulin beta1"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-E06"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-E06"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-E06"	"data collection"	"phosphorylated Akt"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-E06-488nm-site2.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA641"	""	"HRGbeta1 - Heregulin beta1"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-E06"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-E06"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-E06"	"data collection"	"phosphorylated Erk"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-E06-647nm-site3.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA643"	""	"HRGbeta1 - Heregulin beta1"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-E06"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-E06"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-E06"	"data collection"	"phosphorylated Akt"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-E06-488nm-site3.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA644"	""	"HRGbeta1 - Heregulin beta1"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-E06"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-E06"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-E06"	"data collection"	"phosphorylated Erk"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-E06-647nm-site4.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA646"	""	"HRGbeta1 - Heregulin beta1"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-E06"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-E06"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-E06"	"data collection"	"phosphorylated Akt"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-E06-488nm-site4.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA647"	""	"HRGbeta1 - Heregulin beta1"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-E07"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-E07"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-E07"	"data collection"	"phosphorylated Akt"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-E07-488nm-site1.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA650"	""	"SCF - Stem Cell Factor"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-E07"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-E07"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-E07"	"data collection"	"phosphorylated Erk"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-E07-647nm-site1.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA651"	""	"SCF - Stem Cell Factor"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-E07"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-E07"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-E07"	"data collection"	"phosphorylated Akt"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-E07-488nm-site2.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA653"	""	"SCF - Stem Cell Factor"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-E07"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-E07"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-E07"	"data collection"	"phosphorylated Erk"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-E07-647nm-site2.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA654"	""	"SCF - Stem Cell Factor"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-E07"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-E07"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-E07"	"data collection"	"phosphorylated Akt"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-E07-488nm-site3.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA656"	""	"SCF - Stem Cell Factor"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-E07"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-E07"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-E07"	"data collection"	"phosphorylated Erk"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-E07-647nm-site3.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA657"	""	"SCF - Stem Cell Factor"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-E07"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-E07"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-E07"	"data collection"	"phosphorylated Akt"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-E07-488nm-site4.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA659"	""	"SCF - Stem Cell Factor"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-E07"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-E07"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-E07"	"data collection"	"phosphorylated Erk"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-E07-647nm-site4.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA660"	""	"SCF - Stem Cell Factor"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-E08"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-E08"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-E08"	"data collection"	"phosphorylated Akt"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-E08-488nm-site1.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA662"	""	"SCF - Stem Cell Factor"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-E08"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-E08"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-E08"	"data collection"	"phosphorylated Erk"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-E08-647nm-site1.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA663"	""	"SCF - Stem Cell Factor"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-E08"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-E08"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-E08"	"data collection"	"phosphorylated Akt"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-E08-488nm-site2.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA665"	""	"SCF - Stem Cell Factor"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-E08"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-E08"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-E08"	"data collection"	"phosphorylated Erk"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-E08-647nm-site2.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA666"	""	"SCF - Stem Cell Factor"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-E08"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-E08"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-E08"	"data collection"	"phosphorylated Akt"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-E08-488nm-site3.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA668"	""	"SCF - Stem Cell Factor"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-E08"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-E08"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-E08"	"data collection"	"phosphorylated Erk"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-E08-647nm-site3.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA669"	""	"SCF - Stem Cell Factor"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-E08"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-E08"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-E08"	"data collection"	"phosphorylated Akt"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-E08-488nm-site4.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA671"	""	"SCF - Stem Cell Factor"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-E08"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-E08"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-E08"	"data collection"	"phosphorylated Erk"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-E08-647nm-site4.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA672"	""	"SCF - Stem Cell Factor"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-E09"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-E09"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-E09"	"data collection"	"phosphorylated Akt"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-E09-488nm-site1.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA674"	""	"SCF - Stem Cell Factor"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-E09"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-E09"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-E09"	"data collection"	"phosphorylated Erk"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-E09-647nm-site1.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA675"	""	"SCF - Stem Cell Factor"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-E09"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-E09"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-E09"	"data collection"	"phosphorylated Akt"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-E09-488nm-site2.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA677"	""	"SCF - Stem Cell Factor"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-E09"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-E09"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-E09"	"data collection"	"phosphorylated Erk"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-E09-647nm-site2.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA678"	""	"SCF - Stem Cell Factor"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-E09"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-E09"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-E09"	"data collection"	"phosphorylated Akt"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-E09-488nm-site3.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA680"	""	"SCF - Stem Cell Factor"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-E09"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-E09"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-E09"	"data collection"	"phosphorylated Erk"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-E09-647nm-site3.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA681"	""	"SCF - Stem Cell Factor"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<GF1>-plate1-E09"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<GF1>-plate1-E09"	"r-a-pErk;m-a-pAkt -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<GF1>-plate1-E09"	"data collection"	"phosphorylated Akt"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<GF1>-plate1-E09-488nm-site4.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA683"	""	"SCF - Stem Cell Factor"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
